participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.decision_order,player.decision_history,player.guess,player.confirm,player.guess_percent_diff,player.early_finish,player.wp_timer_start,player.sec_spent,player.sec_earned,player.payoff,group.id_in_subsession,subsession.round_number,subsession.pay_per_min,subsession.wait_before_leave,subsession.max_wait_time,subsession.bonus,subsession.views,subsession.selection_method,subsession.true_number_of_dots,subsession.image_path,subsession.worker_running,subsession.last_worker_activity,subsession.number_of_people_going_to_wait,subsession.last_prewait_check,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
41,pp1rezfb,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 11:38:21.429172+00:00,1,A2BTDUJFLSBN8E,3SITXWYCNWSOS497O9E0MU6SE6CBXA,0.00,41,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
42,26h9h3zj,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 11:38:23.857787+00:00,1,A1J9MSHU4I80S5,32Q90QCQ1T4GF7MKZH11X84BLUAEKO,0.00,42,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
43,4lghfmma,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 11:38:29.176595+00:00,1,A15A872WYCBJXI,39K0FND3AIY8FI5B4OCVG26OPK7MA6,0.00,43,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
44,y81ad97l,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 11:38:29.953488+00:00,1,A20SPH0DOU37TQ,3CN4LGXD5Y7T7AE8EQQFXU7V6KP4Y3,0.00,44,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
45,l3jyvf13,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 11:38:40.075644+00:00,1,A9WGDBDXUNLOD,3EKVH9QMEZNG6L4UEGKDRU0W4IN2DX,0.00,45,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
46,pezfanhv,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 11:38:48.057487+00:00,1,A3GFGPPC495SPO,324G5B4FB4RTT2068GDD8EXLL9070P,0.00,46,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
47,rt10eb5s,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 11:38:55.032515+00:00,1,A25FH7PXC446RG,3PH3VY7DJMG5L27XKIYH6TZOW7RZWA,0.81,47,13,"[3, 12, 17]",452,1,0.121588089330025,,2018-08-12 11:40:27.672463+00:00,244,0.81,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
48,ec5ekxvz,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 11:38:57.482877+00:00,1,A3PVI0ZLZ32BK8,39RP059MEICDYSA3A2CRBDQU72SMB1,0.00,48,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
49,0rlk5h25,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 11:38:57.533626+00:00,1,A3T71W88062DB7,3ERET4BTVNSZKBV3R6LF5U30UXU9K9,0.00,49,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
50,4je0rmnr,,0,2,20,consent,1,BlockDropouts,172.16.176.137,2018-08-12 11:39:15.916765+00:00,1,A98E8M4QLI9RS,30MVJZJNHNW49RPL9LL34F3NF8U9JA,0.00,50,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
51,6tns98jw,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 11:40:24.605646+00:00,1,A1QSN98P7DOIPR,3Q5ZZ9ZEVPYWONRQFRBV39P7D1H58V,0.00,51,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
52,a41yk5q9,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 11:40:40.546966+00:00,1,A2TI9CGVG147MZ,3VHP9MDGRO3Q2NAS2F49R7C3SMGCFR,0.00,52,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
53,k3ovrahh,,0,2,20,consent,1,BlockDropouts,172.16.176.137,2018-08-12 11:40:42.088863+00:00,1,AGRKG3YT3KMD8,3HWRJOOET6LE3QZS4QA3OUVL2ONES5,0.00,53,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
54,swwpjx8h,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 11:40:43.849015+00:00,1,ABCNJTWPBW643,3T111IHZ5F9L7F8YHQUC66PEPPO9R2,0.00,54,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
55,s6p6zlrc,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 11:40:44.299940+00:00,1,A3RHFUBEK3JC4V,3TY7ZAOG5G3HOH7QRA2MCJ27RT0K08,0.00,55,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
56,4acmjw9m,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 11:40:47.019787+00:00,1,A1LUWOV426JV1N,3H0W84IWBLL22BZFP1AYYKQPGM4ERH,0.00,56,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
57,sztdv0g0,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 11:40:47.433957+00:00,1,A25AJ66CYVUTBR,3C2NJ6JBKB0PSXV73AYGNZCQIMP2NF,0.00,57,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
58,mdda9rxa,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 11:40:49.102646+00:00,1,A2NL38BFEE3BVY,3JJVG1YBECGFQLPXI3V5UBF8L725BU,0.00,58,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
59,cc1isvie,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 11:41:00.311873+00:00,1,A1HUWK2J3GF1OY,3SKRO2GZ72AHV6S8NT6MQOLHWL6K1B,0.00,59,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
60,dx6mic74,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 11:41:03.532217+00:00,1,ADVCIFLB5A9B,30MVJZJNHNW49RPL9LL34F3NF8U9JA,0.00,60,0,,,0,,1,2018-08-12 11:46:51.740584+00:00,32,0.11,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
61,owbjp7ca,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 11:41:04.278372+00:00,1,AWQUZJYGRI1XO,3EICBYG645F67PWOL5VU654VLTXCJU,0.00,61,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
62,b9av7alv,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 11:41:08.192803+00:00,1,A34SLWTNACPBMO,3Q5ZZ9ZEVPYWONRQFRBV39P7D1H58V,0.00,62,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
63,y0b14p4l,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 11:41:17.148865+00:00,1,AYIL8CIIRMRK9,3JJVG1YBECGFQLPXI3V5UBF8L725BU,0.00,63,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
64,r121dfvo,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 11:41:19.026153+00:00,1,A1HNR6OIRFCEHS,3C2NJ6JBKB0PSXV73AYGNZCQIMP2NF,0.00,64,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
65,zj29i3jf,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 11:41:21.298097+00:00,1,AMBSAFJKCNY92,3TY7ZAOG5G3HOH7QRA2MCJ27RT0K08,0.56,65,14,"[12, 17, 47]",900,1,1.23325062034739,,2018-08-12 11:42:38.495567+00:00,169,0.56,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
66,ogzw1sg5,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 11:41:23.394020+00:00,1,A3CFWV7KTYTKM6,3SKRO2GZ72AHV6S8NT6MQOLHWL6K1B,0.00,66,0,,,0,,1,2018-08-12 11:41:46.294218+00:00,43,0.15,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
67,kr4wy9hj,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 11:41:25.985298+00:00,1,A2YHOJLEZR8663,3TXWC2NHN09X8U8BWFUHWGUABR79SQ,0.00,67,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
68,zfinjq01,,0,2,20,consent,1,BlockDropouts,172.16.176.137,2018-08-12 11:41:30.898053+00:00,1,A35BY30TC8WCL4,3E4GGUZ1T9AOKRA46X60V7VMORKK2S,0.00,68,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
69,jdkg9ixo,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 11:41:36.743874+00:00,1,A37AJI03M37NPJ,3TS1AR6UQRXKQ6FWBYWYBLKPRBP7FT,0.63,69,15,"[17, 47, 65]",1259,1,2.12406947890819,,2018-08-12 11:42:55.545022+00:00,188,0.63,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
70,21brkt3e,,0,2,20,consent,1,BlockDropouts,172.16.176.137,2018-08-12 11:42:02.507559+00:00,1,A2RWG1BDW949U1,3907X2AHF1OPVI7KJPB8ROHLI1Q2PB,0.00,70,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
71,vepdazpw,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 11:41:58.871942+00:00,1,A2BRZKFG6WAVER,30H4UDGLT31F2MBDT7US6XVJO67MPM,0.00,71,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
72,7yaq6msc,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 11:42:04.157267+00:00,1,A1FXD8FBMWHJYJ,33SA9F9TRYD7A7G1OVK4LJY681JEWK,0.00,72,0,,,0,,1,2018-08-12 11:42:49.867529+00:00,35,0.12,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
73,vc5oagnb,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 11:42:08.635418+00:00,1,A3JYDMZ3TN1WIM,3EICBYG645F67PWOL5VU654VLTXCJU,0.00,73,15,"[17, 65, 69]",,0,,,2018-08-12 11:43:37.367490+00:00,191,0.64,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
74,i3sycae2,,0,2,20,consent,1,BlockDropouts,172.16.176.137,2018-08-12 11:42:19.397993+00:00,1,A2GHME4F11G828,33TIN5LC05TU4GKKVLM6E2IBSC39Y4,0.00,74,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
75,6tnr4gf4,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 11:42:34.891299+00:00,1,A2OLSZ6DD9I239,3C5W7UE9CG9KBVD4FY490AHMQ5GMXA,0.00,75,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
76,mdxv8kem,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 11:42:50.483497+00:00,1,AGWHBRX2T3665,3CFJTT4SXU940XHMC62JEIXH73H7IK,0.00,76,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
77,iwe32yn4,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 11:42:54.933910+00:00,1,ANN162CY5IAGN,3UNH76FOCTO9B03EKUQBJOOVSBAMYG,0.00,77,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
78,s11fms2i,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 11:43:10.305067+00:00,1,A3DQUOVL81OWGH,3ZAZR5XV021W741S3RYGUZSL4R9ZC1,0.00,78,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
79,2ckkqofx,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 11:43:11.796779+00:00,1,A2J84AUK1GVTEA,32Q90QCQ1T4GF7MKZH11X84BLUAEKO,0.00,79,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
80,ndnbgh6j,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 11:43:25.319282+00:00,1,A2MUIT2O917CH2,37WLF8U1WQ9C2ST5TZI3LKCY4WMK69,0.00,80,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
81,3d3h6n6r,,0,2,20,consent,1,BlockDropouts,172.16.176.137,2018-08-12 11:43:34.517888+00:00,1,A2K56J9POYUFCA,3VD82FOHKR7K80NL1INZE1LHKN7COD,0.00,81,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
82,nd44z07j,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 11:43:43.389536+00:00,1,A3GAQNTZ1V1VO,37TRT2X24RANXK4I75ZZVLYD38XBJM,1.77,82,16,"[17, 65, 69]",425,1,0.054590570719603,,2018-08-12 11:44:10.751095+00:00,232,0.77,1.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
83,vtiv7d2j,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 11:43:46.224212+00:00,1,A35Y4VNU7JWX0M,3H0W84IWBLL22BZFP1AYYKQPGM4ERH,0.00,83,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
84,6wltwjee,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 11:43:48.419533+00:00,1,A2OD5QYUCEYHJD,32SCWG5HIINDDJQL6RNBH1YXY6SP6F,0.00,84,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
85,jeen1oup,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 11:44:02.092666+00:00,1,A3OUYNUOHYNZH5,3CFJTT4SXU940XHMC62JEIXH73H7IK,1.70,85,17,"[17, 65, 69]",400,1,0.00744416873449132,,2018-08-12 11:45:09.584244+00:00,209,0.7,1.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
86,j7a119xt,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 11:44:06.174896+00:00,1,A3DY78Q4FCWTXX,3OF2M9AATH7EQ2DGV4FEII5T90IZKE,0.00,86,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
87,oizjrw7c,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 11:44:20.481667+00:00,1,A1A31P6NREW3QE,3OS4RQUCRAY7SIIMOF8EGN6LA1GFBN,0.00,87,0,,,0,,1,2018-08-12 11:44:32.904843+00:00,34,0.11,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
88,2up6flhr,,0,2,20,consent,1,BlockDropouts,172.16.176.137,2018-08-12 11:44:21.535500+00:00,1,AA2O932UNAZA1,3S06PH7KSSN9H0MYVCKZMBQRCC9D1R,0.00,88,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
89,by9p0d1e,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 11:44:31.059483+00:00,1,AZIAQJWXTSFUX,3G5W44VEU81EZLIB5CRPXBPNYAPKGB,0.92,89,18,"[17, 65, 69]",340,1,0.156327543424318,,2018-08-12 11:46:13.701327+00:00,276,0.92,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
